Date	Daynum	chla3	chla4	chla5	chla7	chla8	chla9	chla10	chla13	chla14	chla15	chla16	SRPPond 3	SRPPond 4	SRPPond 5	SRPPond 7	SRPPond 8	SRPPond 9	SRPPond 10	SRPPond 13	SRPPond 14	SRPPond 15	SRPPond 16	TPPond 3	TPPond 4	TPPond 5	TPPond 7	TPPond 8	TPPond 9	TPPond 10	TPPond 13	TPPond 14	TPPond 15	TPPond 16	ColorPond 3	ColorPond 4	ColorPond 5	ColorPond 7	ColorPond 8	ColorPond 9	ColorPond 10	ColorPond 13	ColorPond 14	ColorPond 15	ColorPond 16	FluorIndexPond 3	FluorIndexPond 4	FluorIndexPond 5	FluorIndexPond 7	FluorIndexPond 8	FluorIndexPond 9	FluorIndexPond 10	FluorIndexPond 13	FluorIndexPond 14	FluorIndexPond 15	FluorIndexPond 16
7/17/09	198	3.096956522	8.817217391	3.024595349	52.90330435	3.574167442	11.13175814	1.917655814	10.7774087	1.763443478	2.266243478	2.382834783												35.51571837	36.55520281	19.75020436	40.88638798	24.60113175	31.1845332	38.9806665	50.24174794	47.64303684	33.7832443	23.3883999	3.66177	8.24474	1.05938	16.62766	5.18175	5.66538	2.39512	11.12349	14.2786	8.9817	14.43981	1.915496565	1.622536902	1.681924264	1.546236746	1.672847266	1.656717533	1.833579675	1.602958989	1.597003689	1.621135029	1.554952635
7/20/09	201	9.793669565		3.995116279	19.52904348	4.0224	28.76890435	2.853097674	12.88333913	1.485013953	2.061869767	1.734295652												13.16680291	22.00242065	16.63175104	107.4133921	18.1909777	24.25463693	24.77437915	53.36020126	38.63417169	22.86865768	20.7896888	2.85572	5.41205	0.89817	13.67982	4.69812	3.75389	2.5333	10.11017	13.31134	7.69202	13.1271	1.693257217	1.796513812	1.712039719	1.577305847	1.696338384	1.665544463	1.835611623	1.616922402	1.617869361	1.640436101	1.606145758
7/22/09	203	1.126427907	15.84014884	4.911069767	32.93704348	20.47058605	17.08062609	2.666009302	22.23233488	1.726669767	2.759553488	1.929348837	-0.250235437	2.502354366	1.501412619	2.252118929	1.000941746	-0.75070631	2.502354366	7.757298534	28.0263689	9.008475716	3.753531548	11.27891787	34.91093627	19.51431822	65.34611148	13.42728318	20.40947043	41.17700175	55.67846759	40.46087998	20.23043999	14.85952672	2.57936	5.15872	0.96726	12.48226	4.44479	3.31632	2.14179	9.4423	12.75862	7.3696	12.27499	1.722478333	1.634221838	1.607586889	1.58532045	1.695255732	1.63616429	1.82159921	1.623933856	1.625868394	1.640353166	1.586408641
7/24/09	205	5.064434783	12.94163478	3.850902326	39.14553043	14.31158261	33.14107826	5.990725581	33.31596522	1.785304348	26.08730435	2.360973913												13.56632368	27.66120544	17.44241617	73.46957112	33.65153018	30.65636781	32.59441405	59.19850335	41.0513431	55.49859689	27.66120544	3.61571	7.8302	1.01332	20.01307	5.78053	4.95145	2.25694	13.56467	16.5816	16.88099	25.05664	1.71816942	1.61203259	1.620779568	1.521827889	1.661960412	1.624327807	1.800845239	1.590678089	1.596491228	1.58964562	1.544855333
7/27/09	208	12.97078261	9.3856	8.855516279	32.0626087	15.59069767	19.20773953	8.652837209	17.53953488	2.0112	7.2068	2.251669565	-2.945007236	0	-2.677279305	2.677279305	-1.070911722	-3.212735166	3.480463097	3.748191027	14.99276411		4.283646889	26.97076139	23.64319992	23.11779548	51.31450057	28.89724435	28.72210953	30.47345768	53.76638797	34.85182803	20.84104289	18.91455994	3.31632	6.81688	1.24362	16.5816	5.64235	4.28358	2.5333	11.9756	14.60102	10.04108	16.65069	1.725216174	1.637678008	1.622690217	1.561191825	1.685585843	1.655636276	1.824765346	1.625664452	1.606931717	1.640667578	1.564079422
7/29/09	210	10.1725913	8.964651163	5.409972093	25.09627826	46.43248696	13.20532093	13.15854884	12.78437209	2.147618605	7.093767442	3.963934884	-0.240145744	2.401457436	0.240145744	4.082477642	0.960582974	0	12.00728718	4.322623385	13.44816164	8.405101027	4.802914872	25.04427843	23.64319992	20.49077326	37.47885024	40.6312769	23.11779548	35.37723247	47.28639984	27.67130065	22.94266066	19.08969475	3.24723	6.14901	1.05938	14.90041	5.18175	3.75389	2.55633	11.12349	13.74891	9.23503	15.31495	1.69182094	1.621794592	1.596113254	1.547295629	1.654941112	1.647483281	1.794530407	1.610152284	1.613130848	1.611304016	1.567156394
7/31/09	212	4.961739535	18.27568696	4.505711628	34.68591304	6.27135814	5.180009302	11.70861395	14.34073043	2.302678261	14.57391304	4.313878261												15.001553	33.88586089	23.29652936	48.71092503	55.2410128	33.35639431	53.47612421	48.53443617	40.06297095	37.94510464	21.53164077	4.03025	8.91261	1.12847	19.5755	7.11627	5.31993	2.83269	14.94647	17.7331	13.19619	23.03	1.674561045	1.597997874	1.549335063	1.538553765	1.645185651	1.62117848	1.486888942	1.567460858	1.597644062	1.594791942	1.529834379
8/3/09	215	26.47565439	8.481339535	4.482325581	17.94489302	6.610455814	15.66865116	11.11616744	5.62824186	2.404865116	29.75993043	6.412521739	0.742862178	1.485724357	0.247620726	3.466690166	1.485724357	0.247620726	12.13341558	16.83820938	29.71448713	2.476207261	5.942897427	46.94603644	23.47301822	22.23759621	42.00434839	24.17897365	35.1212829	35.1212829	43.06328154	41.82785953	56.82941253	25.76737338	4.53691	7.18536	1.17453	15.95979	6.07992	4.28358	2.80966	12.98892	15.98282	10.08714	16.83493	1.689247825	1.630193548	1.554323196	1.582140944	1.653510815	1.642227515	1.785914593	1.59790338	1.604243357	1.630457042	1.557908417
8/5/09	217	1.730567442	7.701804651	9.104967442	15.99605581	14.70202791	10.81994419	6.423367442	10.57049302	1.613637209	8.107162791	6.208995349	0.733865371	0.978487162	0.733865371	2.690839695	0.978487162	-0.489243581	13.69882026	9.051006246	19.08049965	5.137057599	4.892435808	15.43903595	23.95712475	25.37680622	41.70314308	37.44409868	26.08664695	34.42727557	46.49456803	36.55679777	25.37680622	24.13458493	3.52359	6.58658	1.05938	14.80829	5.68841	4.00722	2.78663	12.06772	15.1998	9.39624	16.23615	1.710978267	1.604179176	1.602117095	1.555482263	1.673139539	1.645966784	1.823822174	1.58904012	1.631429515	1.627667335	1.580956658
8/7/09	219	17.37210435	13.49544348	10.85112558	42.64326957	9.320017391	28.21916279	14.24989767	14.0784	4.029686957	27.39895652	5.924295652	3.883146067	1.617977528	0.647191011	6.633707865	0.808988764	0.323595506	19.73932584	14.23820225	25.24044944	3.883146067	9.869662921	35.1080195	21.34947132	40.48492338	50.60615423	27.04266367	34.1591541	60.72738508	40.32677915	46.33625997	25.46122135	22.93091364	4.74418	8.65928	1.12847	23.32939	7.34657	5.45811	3.01693	16.53554	20.79609	16.5816	27.56691	1.678487158	1.588431092	1.656944371	1.483155968	1.641888075	1.592581281	1.846770843	1.569853181	1.589419	1.591856308	1.553508905
8/10/09	222	27.43962791	12.34783256	3.05187907	9.094121739	28.68688372	10.22749767	5.121544186	12.0516093	1.3408	6.111553488	5.545373913	-3.847215831	-2.509053803	-4.683567098	-0.669081014	-3.847215831	-3.512675324	7.527161408	5.185377859	9.701674703	0.167270254	2.174513296	15.49813473	15.65627896	15.3399905	43.17337533	51.87130808	23.56349056	34.47544257	49.49914461	25.61936558	16.92143282	25.77750981	3.66177	6.81688	1.05938	16.83493	5.96477	4.26055	2.67148	13.70285	16.44342	11.00834	19.29914	1.720974771	1.649854962	1.625430125	1.562322223	1.6222885	1.663769843	1.845159163	1.620092804	1.59637486	1.958703704	1.541493776
8/12/09	224	8.107162791	5.480130233	7.358809302	16.66645581	23.93172093	3.168809302	5.028	20.48617674	1.730567442	10.50813023	2.728372093	-4.95470873	-3.798610027	-4.95470873	-2.14704045	-4.95470873	-4.128923942	8.918475715	-0.990941746	1.651569577	-2.972825238	-1.156098704	25.20489096	19.84885163	22.05427959	31.82117484	50.40978192	17.17083197	53.87545443	49.30706794	31.66364427	20.0063822	22.84193243	3.47753	6.56355	1.19756	16.65069	5.9878	4.00722	2.78663	13.1271	15.6604	10.34047	17.11129	1.693461175	1.643638599	1.673263506	1.552339499	1.642811745	1.655524099	1.829780661	1.611261872	1.606275304	1.625081585	1.565851824
8/14/09	226	5.940055814	9.53133913	7.57707907	26.45501538	28.9948	58.5762	4.100353488	15.88556522	2.0112	11.6809913	4.087982609	-6.372130999	-4.141885149	-6.053524449	1.752336025	-5.894221174	-5.257008074	2.867458949	-1.9116393	0	-3.026762224	3.186065499	16.43924347	27.34604924	27.18797959	33.03655659	85.04147104	22.28782048	34.45918343	32.87848694	20.86519364	16.12310417	16.12310417	4.3757	10.20229	1.24362	25.01058	8.0605	5.66538	2.78663	17.94037	21.16457	14.0483	29.4784	1.666829348	1.591236088	1.591858147	1.529908613	1.607756138	1.621667594	1.769557853	1.562355734	1.573454069	1.590469672	1.5364029
8/17/09	229	17.34295652	13.4391814	11.03821395	38.12535652	24.88275349	11.89570233	8.341023256	15.68424186	1.106939535	10.96026047	2.252855814	-8.680240118	-7.417659737	-8.364595023	-4.103386238	-8.048949928	-7.733304833	-3.3142735	-6.470724452	-3.472096047	-6.944192095	-3.629918595	17.22959172	24.81693486	26.87184029	37.14636746	52.47912339	36.19794957	44.41757131	42.36266587	26.55570099	23.23623837	23.07816872	4.05328	8.38292	1.26665	20.75003	7.11627	4.8363	2.90178	15.63737	18.72339	11.46894	20.98033	1.695354578	1.616629565	1.591911182	1.527686364	1.643362832	1.644360226	1.811312654	1.592163077	1.594787344	1.634602788	1.569119879
8/18/09	230	4.7766	13.02252	12.1091	27.654	9.06716	5.22074	7.14814	9.02526	1.49164	9.01688	1.82684	0.16676285	1.500865654	1.000577103	5.002885515	1.167339953	0.500288551	4.002308412	2.334679907	4.836122664	1.334102804	4.836122664																																	
8/19/09	231	10.96026047	14.0784	13.70422326	37.22177391	26.39505116	6.828725581	13.23650233	11.80215814	3.675506977	14.48375814	1.625330233	0.501810761	1.338162028	1.003621521	4.516296845	1.003621521	0.669081014	3.178134817	2.84359431	9.701674703	1.505432282	5.352648112	19.44066146	30.18834423	32.08499412	38.09105214	63.37971746	16.91179493	47.10013916	33.50748155	26.8692069	21.969528	15.01514503												1.691183606	1.606041924	1.565667457	1.543579165	1.630633617	1.654922513	1.781158973	1.588637366	1.587690314	1.616261682	1.54690092
8/21/09	233	36.3181913	11.97975652	11.53711628	43.83833043	15.73101395	11.10057674	21.57752558	7.818904348	3.898521739	14.0628093	2.36826087	0.162885619	2.44328429	0.162885619	10.75045088	0.814428097	0.488656858	5.0494542	4.723682962	9.610251542	2.769055529	11.89065021	34.34810146	30.2515389	30.72421919	37.34174333	27.41545713	33.56030097	40.96562559	42.06854628	38.44466402	40.3353852	31.82713988	4.97448	11.63015	1.35877	35.05166	9.00473	6.2181	2.9939	19.52944	24.13544	14.5089	34.47591	1.653889845	1.592945382	1.611728753	1.504859653	1.601601602	1.616460421	1.791865946	1.560863482	1.550157223	1.596502299	1.520200773
8/24/09	236	23.5805913	20.57836522	12.90012121	28.85634783	20.7979907	26.37878261	13.56390698	10.19631628	2.662111628	26.58213953	2.393172093	4.437097616	1.479032539	0.657347795	6.902151847	1.479032539	1.150358641	15.11899928	15.77634708	17.25537962	7.395162694	14.13297759	26.94277683	26.31253644	29.14861821	34.50566156	26.94277683	23.63401476	35.29346205	28.67593791	37.34174333	24.42181526	20.1676926	4.46782	8.0605	1.40483	25.63239	7.41566	5.15872	3.13208	17.13432	20.98033	11.90651	26.11602	1.69692121	1.597300723	1.699980404	1.552506596	1.640085156	1.638032365	1.776224249	1.591509624	1.576883196	1.630770597	1.51931776
8/26/09	238	13.69947826	7.265265116	6.875497674	22.70615652	34.06567442	22.88714419	7.982437209	5.117646512	1.192688372	10.41458605	5.84413913	0.492401568	1.313070848	0.492401568	5.580551104	0.984803136	0.82066928	3.775078688	12.96657462	12.47417306	5.580551104	7.221889663	16.0616734	22.00449256	29.55347906	36.29938189	50.91550468	32.92643047	26.98361131	32.76581374	45.29391899	26.82299458	26.18052764	3.59268	7.07021	1.3818	22.22395	6.74779	4.32964	2.74057	15.84464	19.36823	11.19258	22.40819	1.698212462	1.624890466	1.654007398	1.551596238	1.662729909	1.644197402	1.835811688	1.5961401	1.588551195	1.619321597	1.559748428
8/28/09	240	5.897181395	10.52236522	12.50373953	44.10066087	112.5648372	6.111553488	9.214102326	7.3744	3.717672727	13.71981395	5.436069565	3.86635698	20.90696738	0.572793627	54.84498976	2.1479761	3.293563354	13.03105501	58.13855311	58.56814833	42.24352997	41.52753794	27.73624129	45.80442133	28.37021252	84.79365195	76.71051877	38.03827377	40.09868027	87.01255125	81.6237958	68.6273856	60.70274523	4.03025	11.515	1.65816	37.49284	8.38292	6.65567	2.78663	27.54388	31.80443	16.02888	37.17042	1.686411359	1.602977667	1.666470465	1.508386638	1.625904911	1.608195122	1.79868806	1.572175597	1.547094557	1.610707204	1.526591043
8/31/09	243	9.557097674	22.14351515	10.39899535	14.0784	38.82083721	57.27547826	2.845302326	3.850902326	1.964427907	12.28546977	5.38506087	1.043271496	1.937504207	0.596155141	38.30296778	3.725969629	1.788465422	2.384620562	49.03376031	43.81740283	43.81740283	34.72603694	20.70257241	34.92571375	28.6043176	70.95767183	66.53269452	62.10771722	17.06776962	70.64160203	67.16483414	70.64160203	53.88990222	3.47753	7.96838	1.24362	27.33661	7.30051	4.88236	2.55633	19.23005	24.02029	11.63015	28.37296	1.708063447	1.600415826	1.626623216	1.535067548	1.647620616	1.635989993	1.799450549	1.570103027	1.570561088	1.633225916	1.539111576
9/2/09	245	7.343218605	22.8342303	7.093767442	17.79607273	32.42865116	33.36409302	4.380986047	3.192195349	1.504502326	13.04941395	7.717395349	0.737633953	2.507955442	0.590107163	29.65288493	1.917848279	0.885160744	0.590107163	42.19266213	36.58664409	37.47180483	23.89934009	18.22385076	33.95555098	24.60998649	60.59040978	42.05504021	36.44770151	16.35473786	56.38490576	52.80243937	62.14800386	44.23567192	3.33935	7.16233	1.31271	24.68816	6.65567	4.53691	2.55633	20.98033	22.7997	10.84713	25.40209	1.712242756	1.615755798	1.566191756	1.547073609	1.68148856	1.638975371	1.793655984	1.571532221	1.5848371	1.650718932	1.556113038
9/4/09	247	22.38553043	42.3517913	5.940055814	38.07872	60.74230303	39.05469767	5.908874419	3.723634783	1.300169697	20.05370435	19.84966957	2.554584982	3.155663802	-0.150269705	9.91780052	1.953506163	1.502697048	-0.30053941	36.06472916	30.05394097	19.08425252	8.264833767	24.48273446	42.88377056	22.92332463	49.12140991	74.69573127	53.17587549	17.46539019	50.83676074	47.25011811	49.58923287	32.27978366	3.98419	9.62654	1.08241	32.19594	8.03747	5.71144	2.46421	30.05415	30.3996	12.27499	28.25781	1.69604108	1.613320556	1.58463045	1.51843366	1.64569186	1.616405136	1.818497823	1.557717853	1.571446086	1.639625712	1.537609534
9/7/09	250	11.06939535	12.65633939	4.115944186	40.42803478	37.88539535	43.26418605	10.99144186	4.782446512	2.272344186	11.06939535	10.1725913	-1.05186754	-0.300533583	-1.202134331	4.808537325	-0.901600748	-1.05186754	-1.202134331	15.7780131	14.27534518	4.808537325	6.311205239	10.29210493	26.0421443	20.11638692	47.71794106	44.59912138	47.71794106	24.48273446	37.89365908	35.08672137	30.72037382	27.44561316	3.61571	9.39624	1.05938	24.91846	7.23142	4.85933	2.44118	21.55608	25.07967	11.37682	25.83966	1.738097486	1.60312986	1.538694252	1.549596826	1.645056893	1.626857634	1.833474366	1.558179758	1.59767577	1.646573552	1.567883313
9/9/09	252	6.481832558	20.21357576	5.647730233	27.68955152	33.20818605	40.84762791	3.476725581	4.400474419	1.520093023	8.356613953	5.815330233	0.276830193	1.384150967	0.276830193	5.121358579	0.553660387	0.41524529	0.138415097	14.67200025	12.18052851	6.228679353	7.612830321	13.07351371	33.22210544	18.61053129	49.67935212	41.98904993	48.14129168	18.45672524	34.91397192	31.83785105	30.14598457	26.60844556	3.47753	8.2908	0.9212	23.03	6.79385	4.65206	2.37209	22.22395	23.00697	10.87016	27.82024	1.695744281	1.630103721	1.602888462	1.546113307	1.65561747	1.611261406	1.852252549	1.583630354	1.563298351	1.637600134	1.557971014
9/11/09	254	6.704	20.98643478	4.104251163	32.32493913	34.45544186	35.31293023	3.079162791	4.215393939	3.395721739	10.056	5.210173913	-1.05186754	-0.300533583	-1.202134331	4.808537325	-0.901600748	-1.05186754	-1.202134331	15.7780131	14.27534518	4.808537325	6.311205239	11.29960299	26.01882268	18.73355233	42.81954818	57.09273091	48.61802867	27.35693356	38.06182061	27.50561255	26.46485964	25.12674876	4.32964	15.98282	1.03635	40.09523	9.18897	7.66899	2.64845	40.23341	43.48064	15.33798	48.22482	1.690527524	1.552495202	1.571748529	1.504197496	1.591310251	1.581469429	1.797720622	1.520220083	1.529326765	1.606398751	1.480719378
9/14/09	257												0	2.619218487	0	11.49545891	0.436536414	0.436536414	1.164097105	13.24160457	9.167264703	2.619218487	16.0063352	13.82714577	33.15541404	16.35468854	47.72595474	50.55085549	35.68295682	18.28751537	35.98031479	37.31842567	27.20825457	25.27542775	4.05328	11.92954	1.03635	32.12685	7.71505	5.31993	2.55633	26.00087	28.92568	11.9756	43.84912	1.712517864	1.58422904	1.586088015	1.521050521	1.636888316	1.582837083	1.785139452	1.556759481	1.556453993	1.625172891	1.489424067
9/16/09	259																							16.03564435	38.36565378	22.03027776	57.54848067	37.31659294	38.36565378	24.72786279	31.32195953	62.49405323	35.06860541	34.01954456	3.73086	10.11017	1.01332	28.71841	7.3696	4.95145	2.62542	22.40819	29.73173	11.16955	34.61409											
